,clean_data,sentiment
439,COVID 19 vaccines and boosters provide protection against hospitalization after contracting the coronavirus again according to a new CDC study.https :/ t.co/8vSE88DXRy https://t.co/bZTQ5d1B91,neg
849,According to a study published Thursday in the journal JAMA Network Open safe outcomes were reported for people who got a third dose of the COVID vaccine https://t.co/WBUfv3dzIi,pos
2589,North delhi has at least 4723 new slots available between 15-04- 22 22-04- 22 Covishield Dose 1 18 45 1096/0 Dose 2 18 45 1084/0 Covaxin Dose 1 18 45 0/0 Dose 2 18 45 0/0 Book one now at https://t.co/oN1Ae9XavH #vaccine #cowin #covid #delhi,neu
476,I'm sorry for yours as well I lost uncle to the vaccine blood clot and my little sister to covid she needed a heart and double lung transplant prior to infection But Johnny died from the treatment,neg
1419,Broadway League as long as COVID 19 is here there must be masks required vaccine cards checked Please don let your guards down Please keep the protocols,pos
904,Covid vaccine technology could create first cure for heart attacks News The Times https://t.co/P47uoAh8MN,neg
1609,Stupid and Shame on china leadership uneducated handle Covid There are effective vaccine INO Why turning their own cities into this https://t.co/x1Q4AFMZxe,neg
853,So with all the mandates orders curfews vax lotteries and all the rest DeWine got COVID And not the fake kind like when Trump is visiting Got it Maybe he should have simply ensured vaccine availability for those who wanted it am,pos
448,That was not Aspen Medical That was Healthcare Australia But why bother with facts right https://t.co/1f1yFkU2jd,neg
2368,UK approves Moderna COVID 19 vaccine for children aged 6-11 https://t.co/sh8U4wPdz3 #Health https://t.co/eQQT8822Zi #news 879,pos
1717,A good chunk of those deaths could be natural We now live in a climate with Covid so Covid and the vaccines are being talked about more Anti-vax movement is being talked about more People attribute more deaths than usual to th,pos
129,Similar outbreak in UK Most of the children are 2-5 years old None of them had received covid vaccine Some tested covid positive You e a genetic engineer I beginning to seriously doubt that,pos
2153,Vaccine warning not covid it閳ユ獨 not months it閳ユ獨 your entire lifetime,neg
1727,Congratulations to Pfizer winner of Gartner's 2022 Supply Chain Award for Customer or Patient Innovation Learn more about our mRNA COVID 19 vaccine how we e getting doses into patients arms #Pfizerproud #PFEColleague https://t.co/Z0mp20afxo,pos
103,Thybulle will have to sit out at least two games in the first round of the NBA playoffs due to Canada's federal vaccine mandate https://t.co/QbXr7nhHiE,neu
635,Insane Spike in Heart Attacks and Strokes Prompts German Emergency Services to Demand Suspension of Covid Vaccine Mandates https://t.co/yj98Z2m51j,neg
1084,The Democrats are the bad guys They forced people to get the COVID vaccine or lose their jobs they used their power to punish anyone reluctant to inject poison in their bodies and then they pass bills in the middle of the night to prevent opposition Dems are evil Face it ... https://t.co/3tBwEql6pl,neg
784,Two Yankees players status in jeopardy vs Blue Jays over COVID vaccine status https://t.co/wgiaq5BGFw https://t.co/Rg10pbVNQV,neg
2016,14virus brief-breath-sample https://t.co/HJHo7lCAUH,neu
969,A state appellate court ruled this week that it will not block enforcement of the Pritzker administration mandate that certain categories of public employees either be vaccinated against COVID 19 or undergo regular testing https://t.co/nkzzaQ3Q0H,pos
1102,I was Scheduled to get my 2sec Booster Vaccine this week but caught Covid Tuesday I Failed to Wear my Mask had the Hardware Store I also didn realize that Booster Vaccines only last 3-4 months I on Day 3 with Covid No Fun,neg
1415,Air Force Master Sergeant Facing Court-Martial After Refusing COVID 19 Vaccine https://t.co/CUh5mF7Jz1 via,neg
165,Covid Live Updates Moderna to Seek Emergency Authorization for Vaccine for Young Children https://t.co/5kbkUwcNpV,neg
2276,I looked at the risks of COVID compared to the risks of the vaccine Even though COVID is usually not bad in kids my view is that it is bad often enough that it閳ユ獨 worthwhile vaccinating kids particularly given the excellent safety profile of the vaccine 1,pos
1260,got covid under control Used a vaccine Trump initiated the development of lowest unemp in 50 yrs You checked what the unemployment rates were before he took office What does making money matter if the inflation jumps 10 and gas prices,neg
1618,Gaps in China initial vaccine rollout and the weakness of some of its vaccines have left the country especially vulnerable to omicron Here what China and the world can do to help boost its resilience https://t.co/m7Yw9IfYDA,pos
1742,Are you still uncertain about the #COVID19 vaccine for your child For reliable info check out https://t.co/lxETZ7XkNa https://t.co/bqtEVijRPx https://t.co/ziY6UkDoqn Children's Health Coalition https://t.co/zsxrg94fwO https://t.co/CwrnOTmqd3,neg
907,It not going to end unless enough people say no as a new COVID 19 vaccine developed by Valneva has been granted regulatory approval in the UK,pos
2551,"Malaysia reports 10,413 new Covid infections 18 new deaths Window To News https://t.co/Ns3nzsfZfq #Malaysia #Xinhua #vaccine",neu
349,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends who he,pos
2232,1,neu
1494,Autoimmune hepatitis after COVID 19 vaccine more than a coincidence https://t.co/O7ZEXdLQ3I,neu
371,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends who he say,pos
2510,I've retweeted this for you not a problem at all What exactly is the situation with the Aberdeen Covid vaccine trials I'm a bit out of the loop on this subject,pos
1918,https://t.co/ZUxUOkwClW Concerning Vaccines for Children COVID 19 mRNA Vaccine BNT 162b2 is not recommended for children under 12 years,neg
1276,UK approves Moderna COVID 19 vaccine for children aged 6-11 https://t.co/sh8U4wPdz3 #Health https://t.co/eQQT8822Zi #news 305,pos
507,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends who he say,pos
1624,#coronavirus has effected us in so many way #vaccine has helped #vaccination is moving ahead but fear still remains Will lockown continue What is #lockdown doing to us To know either buy ebook at amazon https://t.co/QY6jc5L9w4 or read for FREE here https://t.co/BlPqLm179G,pos
1335,Moderna recalls Vaccine Shocker ... https://t.co/phKpaJcN5Y What type of contamination might be found in a spiked COVID vaccine foreign body https://t.co/ALbdM67pL6,neg
1741,Rangeley free walk-in COVID vaccine clinic is April 21 https://t.co/u02LQxCogu https://t.co/ewgpmbrmI0,pos
2151,This Q A is interesting It sounds like more research is needed but that it altered DNA in a petri dish https://t.co/P8AUcRr10f,pos
395,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends who he,pos
625,Someone's been using raw numbers to make inaccurate comparisons https://t.co/R5mReh4hTs,neu
695,It hasn't escaped my notice that a year ago I was sick from the second dose of the Covid vaccine and this year I'm sick with Covid bringing us to a total of 3 years in a row getting screwed out of my twenties,neg
947,nan,neu
761,That's not what was reported I'd like to see that Pfizer report in print from a reputable source The vaccine weakening the immune system schtick is from a nut job in England ps Google is free https://t.co/QGu02rksOs,pos
1382,James I hope she's fine with vax mild variant she almost certainly will be Please accept that this is a everyone gets it virus Mask all you want but it won't prevent the inevitable Just ask South Korea https://t.co/iDPcW,pos
1898,Pass this to your boss I challenge to meet ppl from Aberdeen Covid vaccine trials You say your grateful I say you're afraid of criticism Set a place and time,pos
263,They call it a vaccine They call it covid They call it Remdesivir https://t.co/Xx0FvBrpQM,neu
1383,I am afraid of covid and am vaxed boosted But what truly would have been the perfect scenario Every human alive vaxed Or wearing masks and pretesting for every social situation Forever I think masks yes Treatment is the only way o,pos
2525,They found that 90 days following a second Pfizer dose individuals were at an increased risk of contracting SARS-CoV 2 The findings appear in the鑱紹MJTrusted Source https://t.co/h4xCVHIaOl,neu
2289,I sent a letter to demanding answers on their COVID 19 vaccine mandates We now know individuals who are fully vaccinated can contract and spread COVID 19 Vaccine mandates are pointless and destructive https://t.co/D1KlJalsap,neg
846,Terry posted all the most ridiculous conspiracy theories about covid and the vaccine There is no covid Vaccine changes your DNA etc Now she is dead from covid and her daughter is in deep anguish with sadness #TikTok https://t.co/RniedLLgOl,neg
783,I went to Target to pick up a prescription There was a little kid there maybe 5 ish getting a covid vaccine She screamed and screamed and screamed no no I don't want to it hurts it hurts I mean screaming I couldn't have done it to her,neg
1401,Congrats to MyVoicers Clara and Park who presented their research poster documenting youth opinions of COVID 19 vaccine incentives at the 2022 Spring Research Symposium https://t.co/X7NTgZ0K9I,pos
645,Your tweet was quoted in an article by nytimes https://t.co/R9dLbdyye1,neu
2471,Hi 鑴昳ne If you have a positive antigen test you can book a PCR test if you need a COVID 19 Recovery Cert You can see information on getting a booster here https://t.co/kS7LjD6IUv,pos
2015,LOL and you believe this shit What about all the people who got covid before the vaccine and didn't have any symptoms,neg
1658,,neu
2665,Capacity limits vaccine req mask mandates online learning aren't lockdowns Beyond death stats long covid is a huge issue that most govts aren't even addressing Regions that disregarded covid protections to save the economy will be contending with 鐚  棴绗 long term illnesses,pos
771,It not 100 and has side effects kind of like the covid vaccine,pos
1754,Greece has become the 30th country to remove all entry Requirements There are no vaccine requirements or testing requirements to enter beginning onMay 2nd Greek health officials stated do plan on bringing back the Covid rapid tests for unvaccinated travelers https://t.co/0M0b6xoN63,neg
2392,How can that happen that there starving kids while government and big pharmaceutical companies have money to vaccinate the whole world with covid 19 vaccine It's clear that this whole vaccination thing is not a about saving lives,neg
51,Healthcare workers were called back here an article from N B https://t.co/acVfG8MsfH Here another one from Alberta https://t.co/UfvwQMGcjJ,neu
2332,You'll have to post something that supports this claim Yale Medicine site says Moderna is 95 effective vs 90 effective for Novavax https://t.co/qcs74YzKlg,pos
493,In The Outer Limits episode The Vaccine the name of the virus is Berlin C In Ordinal Pythagorean Gematria Berlin C 63/36 Covid 19 63/36 https://t.co/Q1dOPRVAzE,neu
601,COVID 19 update Saturday 16 April 2022 In the 24 hour reporting period to 4pm yesterday 96.1 of people aged 16 have had one dose of a COVID 19 vaccine 94.7 of people aged 16 have had two doses of a COVID 19 vaccine https://t.co/HK8Vyzjn7G,neu
2652,Actually with what you are claiming it means you don't know what you are talking about You've still failed to share any data backing up your claim that ant covid vaccine causes cancer or autism,neg
301,Beltway Insider Biden SCOTUS Ukraine Bucha Massacre Jan 6 Committee COVID Vaccine Totals Tiger Woods Will Smith https://t.co/UAjHhmvyVV,neu
1375,Lead the world in creating and approving the COVID vaccine which helped bring the world out of lockdown Ukrainian President has said the UK is leading the support more than any other country for his country Nah it increasingly easy t,pos
1121,Senator is COVID still a health danger Then masks and vaccine mandates for all Not Title 42 not allowed,neg
2426,There閳ユ獨 a breath test for covid 19 Its used with a technology called gas chromatography gas mass-spectrometry if you get a positive test it should be confirmed with a PCR test Do you think there閳ユ獨 an even more effective way to test for covid https://t.co/OaLOIB8IZ2 #erhslang22,pos
993,Good thing we had President Trump He created Operation Warp Speed which gave us a vaccine that fights Covid He gave NY a gigantic health ship that Cuomo said he needed and then never used He bent over backwards to f,pos
1035,Covid vaccine will contain macrosoft,neu
2012,California COVID vaccine mandate for students will not take effect until 2023 pending FDA approval https://t.co/uI2CatVdVf,pos
238,LLP 189 Why the FDA approved the Pfizer Covid 19 Vaccine https://t.co/pziMqMpSsG #LunchLearnPod #podsincolor #somedocs https://t.co/xwApVjYNS6,pos
97,I saying two things 1 If alf of all Covid deaths since the Vaccine came out have been vaccinated is a real statistic it not mentioned as such in this article so need to provide a better source,pos
779,It been over unless your brain has been broken by propaganda and fear porn Weak people Maybe if they got covid and were fine after they would feel stronger and more resilient But they dont get the chance because they e convinced to ge,neg
2275,West delhi has at least 26370 new slots available between 15-04- 22 22-04- 22 Covishield Dose 1 18 45 4041/0 Dose 2 18 45 3805/0 Covaxin Dose 1 18 45 0/0 Dose 2 18 45 0/0 Book one now at https://t.co/oN1Ae9XavH #vaccine #cowin #covid #delhi,neu
111,No need to comment on this one John Hope you feel better soon but call a spade a spade Odds of catching Covid are FAR greater in the boosted Stop this pushing vaccine insanity ... You are willingful in your ignorance BTW The 60 stats are,neg
1220,The licensing process ensures the vaccine peptide sequences do not cross react with the human proteome However there is growing evidence that COVID 19 can lead to a dy,pos
1636,The Irony is that the media has bin using base rate fallacy this hole time to sell the fear and a Vaccine that we now know doesn't prevent you from getting spreading or dieing from #COVID,neg
183,Virus gonna virus It took two years for the former BC Green Party leader and many others to realize this All the N95 wearing shunning Covid vaccine free people masking toddlers etc was always destined to fail Now there is tremendous work to be done rebuilding our society https://t.co/Sa3ma6S8F0,pos
2502,i guess unka vaccine itna efficient nhi h ... or mostly population immune ho gyi covid se ... lekin Chinese population nhi hui,pos
1268,The virus is still out there The COVID 19 vaccine is shown to be safe and effective at reducing the severity of illness Call 313-230-0404 to schedule your vaccination https://t.co/73DI0ec7dc,pos
613,#Covid cases are on the rise with the Bronx and Westchester seeing an uptick Now New York has identified 2 new #Omicron variants Remember to stay safe practicing masking social distancing With holidays upon us keep your loved ones safe https://t.co/JVy2v1faeb https://t.co/HiKlrbFIld,pos
1976,My kids got the Covid vaccine and have been exposed a bunch of times and never got COVID Reduction is a huge win,pos
441,Do I need a booster shot To register for your COVID 19 vaccine visit https://t.co/uZNfvlM06k or call 1-855-600-3453 https://t.co/QhFEt3umOM,neu
1706,Not to mention that he ADVOCATES for the covid vaccine and wants to put a microchip in human brains If that's what you support then good for you I do not,pos
1557,There's a known link between COVID vaccine and heart inflammation too,neu
2575,Follow the money CA Student COVID Vaccine Mandate Delayed Until 2023 Could it be public schools are losing federal state funds due to huge drop in enrollment while there's a big uptick in private home schooling in part because of this mandate https://t.co/Q3drM2Kot9 https://t.co/77QFtuLr2S,neg
1711,Ivermectine doesn't work against Covid but it's also not dangerous only insofar that it makes people believe they don't need the vaccine Same goes for Wim Hof,pos
2254,Sounds like the vaccine is destroying the heart just as the data shows Sounds like alot of silly people falling for the lies that covid causes this A clever plan and alot of gullible people Each country having the highest rates also having the vax pass ... Obvious to most https://t.co/1qUWCRmwRt,neg
81,The arm vaccine developed by #Mynvax laboratories is unique among existing vaccines in that it can be stored at 37 degree Celsius for four weeks and at 100 degree Celsius for upto 90 minutes reports https://t.co/rK4tq1yfAs,neu
484,The flu vaccine gets updated each year but will there be an update on the COVID vaccine from 2019 any time soon,neg
397,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends who he says,pos
1291,Sources proving that he's wrong about saying that healthy 21 year olds shouldn't be forced to take the vaccine You're woefully uneducated on the effectiveness of the vaccine and the,neg
1613,MEDIA 1 Cause 2 EFFECT The king vs.The FakeNewZ Its not new Analyze FACTS 2020 ELECTION YR The FakeNewZ media No clue I GUESS wear a mask stay home NO vaccine The RALLIES #News1man UNQUESTIONED Venu,neg
1410,India's Bharat Biotech said on Wednesday a booster shot of its Covaxin COVID 19 vaccine administered six months after the last of two doses neutralises both the Omicron and Delta variants of the coronavirus https://t.co/iGLNEaenpL,neu
2564,NY Pediatricians are the Vaccine Experts We wouldn't recommend anything for your children that we wouldn't do for our own Help us protect your kids by getting them vaccinated against COVID and the flu it's still flu season we've had several patients hospitalized this week https://t.co/U8UkY9T992,neg
2281,What are you talking about The Covid shot That閳ユ獨 not a 閳ユ竸rug閳 That閳ユ獨 MRNA gene therapy Much more serious than a traditional vaccine or drug,neg
2337,At this point it feels like the FDA is just trying to see how many things they can authorize other than the under 5 COVID vaccine https://t.co/I29tncFNNI,pos
1156,World wide before antibiotics how about showing the stats for the U K for any year after I was born 1981. 2018 and 2019 2683 England flu deaths Since 2019 172 thousand Covid deaths Without modern medicine Covid would be muc,neg
2291,Right now we have to admit much of the right wing news is nearly pure fabrication This isn't a both sides thing Lack of moderation is letting this right wing bullshit run amok and poison minds There is a video out there claiming satan blood is in the covid vaccine #bothsides,neg
370,"VAERS data released Friday by CDC included a total of 1,226 314 reports of adverse events from all age groups following COVID vaccines including 26,976 deaths and 219,865 serious injuries between Dec 14 2020 and April 8 2022 https://t.co/jz90mBfFjn",neg
1364,#Canada has only donated 15 million of the 38 million doses it promised to share from its own supplies but demand for those has also fallen this year #COVAX #vaccine https://t.co/iFeRxC8Y8f,neg
1743,the broadway league lifting vaccine requirements right after many shows had to pause for covid really showing they care about the community,pos
88,Vaccine reaction not COVID,neu
2583,A side effect of the vaccine is not dying from COVID,neu
38,Moderna citing need for flexibility seeks broad clearance of fourth COVID shot https://t.co/kPz8R1mG8f https://t.co/ebYGuiblNJ,pos
1840,What can be done with CA's PUBLIC universities and city colleges They need to drop their Covid 19 vaccine requirements Public tax payer,neg
2605,Robert Brockman accused of 2B tax evasion cannot stand trial It閳ユ獨 the vaccine that hastens dementia-not COVID Fucking liars https://t.co/wlpoJYLTo3,neg
1700,So you think your daughter was asymptomatic and passed it on Or because she was vaccinated and passed it on The covid vaccine does not shead it not a modified virus Like old vaccines,neg
571,I recommend this just released book if you seek to fully appreciate Trudeau's dystopic and social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU,pos
2664,Should Christians Get the COVID Vaccine On this very important episode Dr Hixson discussed whether or not Christians or anyone for that matter should get the COVID vaccine The quick answer is No #NOforcedexperimentalinjections https://t.co/mjsYgxRPFo,neu
2531,Covid 19 vaccinations are now available for all 5 to 11 year-olds 棣冩尡 Have questions about the vaccine Read this guide for parents 棣冩啚 https://t.co/JXGM2bq8Cm 棣冨綖 You can book ahead or drop-in at one of the Easter holiday clinics 棣冩啚 https://t.co/M53YpzF4hD https://t.co/yFvCSYrEwS,pos
2037,Spoiler Vaccines are making infection risk worse uncovers Walgreens data that would seem to be the opposite of a vaccine and more akin to an immuno-suppressant https://t.co/DR2Kia4PQF,neg
934,Albumedix and Valneva's collaboration to include newly approved inactivated COVID 19 vaccine https://t.co/LsZUG03giv #Companies https://t.co/eQQT8822Zi #news 384,pos
1318,My cousin uncle brother dog-sitter sister who went to 6th grade camp with the boss of the son of Nicki Minaj cousin friend with the swollen Covid vaccine balls told me about it during his break from skiing dow,pos
261,"ropped dead after vaccine Was there a bad batch in Ohio Because the number of adverse events from COVID vaccines nationwide is far under 1 per 1,000 and that adverse events not fatalities 1/2",neg
1290,No more lock downs mask mandates and dismantlement of the covid 19 vaccine health pass LOL These were already in the works without the Freedumb Convoy's misguided involvement ... So fu,neg
1929,Let me get this straight new Covid variants are arising a bunch of shows have already had to cancel postpone performances and the has chosen to eliminate the vaccine mandate https://t.co/VtRWSV6jcW,neg
514,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends who he sa,pos
1534,Five health centres across the country have started offering the new Valneva vaccine for Covid 19 https://t.co/XWb1TQN5um #Bahrain #Manama #GDNews #GDNOnline https://t.co/MSLcoR1Mqz,neu
2398,I sometimes wonder myself In the post covid vaccine era restrictions should be minimal yet some want social distancing and indoor masking everywhere https://t.co/fjD4EJN1Yz,pos
599,But in the end nothing is more important than my kids and their well-being With that being said my kids receiving a vaccine to prevent the lose serious outcomes of CoVID would be a game changer for my family,neg
356,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends who he says,pos
608,There is absolutely no need for vaccine mandates or passports Stop the COVID hysteria https://t.co/ybrjxDVCS9,neg
2174,Swift reminder that the vaccine any vaccine does not prevent infection it REDUCES the SYMPTOMS and RATE OF INFECTION to OTHERS Reducing infection is important so you avoid long COVID heart inflammation and reduced immunities https://t.co/5sX2QbXq0Q,neu
239,Elon Musk GOD Donald Trump should be President because there was fraud The COVID Vaccine is trash and should not be mandated Fidel Castro is Justin Trudeau's father Joe Biden is the WORST person ever Hunter Biden's laptop says that him and The Big Guy love China,neg
1223,If people still want to wear a mask to help them feel safe there's no harm in that It's called Freedom of choice Just because you're vaxxed doesn't mean you still can't catch Covid no vaccine is 100 effective,pos
1977,Yes I know my risk level I gave always known my risk level I also know the side effects to the COVID vaccine So I made an adult decision not to take the vaccine Guess what Never had COVID,neg
2244,The vaccines are approved and authorized and safe and effective Some people with weakened immune systems may be eligible for an additional primary dose of COVID 19 vaccine #LetsFightCovidTogether https://t.co/zmgoYxx8cX,pos
119,Would you please post a link to your disclosure page for all of the funding you your department at UofT have received for COVID 19 COVID vaccine therapeutics research from 2020-2022 Thanks,pos
2266,Fourth Dose of BNT 162b2 mRNA Covid 19 Vaccine in a Nationwide Setting NEJM https://t.co/isjluDR0nG,neu
1948,but the vaccine should protect all you paranoid folk isn't that why you took it don't force your useless masking views on everyone how on earth will you continue living if you're immunecomprised did the flu not exist before Covid,pos
2227,It's important for both parents and young ones to be vaccinated against the COVID 19 virus Learn more about the vaccine and it's effectiveness for children 5-11 years old at https://t.co/DU8KcMH4V5 https://t.co/dcxoYSZs81,pos
1814,I do not think it was in this order I know people who had no covid without vax had covid with 4 doses and a few who seems to have some side effects after vaccine So Trump was right You don't need to,neg
751,Amply documented it the Covid 19 mRNA accine rather than the SARS-CoV 2 virus which is he killer Doctors for Covid Ethics demands that the COVID 19 accination program be halted immediately worldwide,neg
915,why are you still requiring vaccine passes This should have ended when the province dropped them Vaccinated can get and spread Covid #EndTheMandates,neu
374,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends who he say,pos
1477,It's no more propagandistic than saying that the vaccine is safe and effective when it is known to increase all cause mortality more than it prevents covid and studies are reporting that it has a negative effective value It's cer,pos
2515,Trump was taking advice from Fauci https://t.co/WaKgYiqwcw,neu
1067,Guess what my recovered immunity is protecting me and you When I had COVID I stayed at home to protect you I don't have it now so I'm not wearing a mask I'm not worried about catching it from you because my immune system knows how to fig,pos
1321,Bill was one of the first people to say that a vaccine for Covid should of been administered for free to all the people on the world he did not say that the vaccine was free He of all peopl,pos
1125,covid is becoming increasingly vaccine enabled https://t.co/sNPjofMI4r,neu
463,So you think your belief in Jesus protects you from Covid and the vaccine is bad why,neg
1527,UK approves Moderna COVID 19 vaccine for children aged 6-11 https://t.co/sh8U4wPdz3 #Health https://t.co/eQQT8822Zi #news 842,pos
1887,#USArmy sent a letter to the non vaxxers Letter states disobeyed direct order lie did not attempt to submit an exemption a lie and it says a vaccine will keep your fellow soldiers from getting Covid also a lie #Austin,neu
1158,UK approves Moderna COVID 19 vaccine for children aged 6-11 https://t.co/sh8U4wPdz3 #Health https://t.co/eQQT8822Zi #news 683,pos
2148,Make sure we mention that he is fully vaccinated Remember when they acted like the vaccine was the end of COVID,pos
729,When you get vaccinated you #BoostYourCommunity by helping protect yourself family and friends ind a vaccine location near you by going to https://t.co/Hh6nlEMVAI or call the COVID 19 hotline 928-442-5103 https://t.co/XBPDCZOJOb,pos
410,IT HAS BEEN OVER A YEAR SINCE KEVIN STREET RECEIVED THE COVID 19 VACCINE HE NOT DOING ANY BETTER Someone needs to hang for these crimes against humanity #Canada https://t.co/mCrCGem2tj https://t.co/Hsu2MHl4ht,neg
2400,You forget to include the fence that keeps people from travelling without proof of vaccine shots and negative Covid test within 24 hours https://t.co/XMqIpAutRz,neg
1391,Feel free to share the trial results from previous mRNA coronavirus vaccines pre COVID 19 Animal hu,pos
1829,It was the covid vaccine trying to wake his ass up https://t.co/y2d2vP6gHE,neg
2377,They probably have a stolen variety now Originally they were fighting tooth and claw to get their hands on the American joint vaccine In their quest to destroy political opposition they're using COVID as an excuse to eliminate opposition Its not about the vaccine or COVID,neg
1408,Toxic Cov 19 vaccine still be pushed forward A high student from California tells Tucker Carlson about getting kicked out of school for not getting the COVID vax #vaccinepassports #vaccinesideeffects #vaccinemandate #mybodymychoice https://t.co/emdqIlcddx,neu
1224,Calif State Senate pulls bill mandating COVID 19 vaccine for school children https://t.co/pi5IoIEAij,neu
1962,Please be careful The biggest risk from my perspective is what one would do if there was a medical problem afterwards per coming clean to pediatrician etc It an imperfect analogy but check out https://t.co/mGQfGo7EXU,neg
1089,Easy there is no vaccine for children under 5 Next question is is the covid virus involved is this situation,pos
2424,14virus brief-breath-sample https://t.co/rXdVB5PZ6n tristan #yeager #michaelangelo,neu
1693,Ok they do mention in a booklet that it's the Pfizer Covid 19 vaccine,pos
1191,I just emailed to ask for his help in figuring out why refuses to allow off label use of the Covid vaccine and why vaccine info reps at the CDC cannot find any justification for this refusal I e asked for a response I l let you know what I hear back,pos
867,Ukraine united the world More COVID deaths under Biden WITH a vaccine UE rate was lower in Sept 2019 under Trump than now real wages are falling the national debt hit 30 trillion for the 1st time in history this year highest inf,neg
1296,Tiny victory and yet the struggle continues Those that want to still inject kids given what we now know about covid are batshit crazy https://t.co/jYclpcTJY0,neg
2488,Is herd immunity for Covid 19 still possible CNN Very interesting 棣冾潟 I was a small child when I got my measles vaccine in the 1960閳ユ獨 Your welcome younger Americans 棣冩  https://t.co/qNi7S0JqqW,pos
382,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends who he sa,pos
2161,The view from one of the walk-in COVID clinic injection cubicles at the Fountain Court Vaccine Clinic Thanks for providing this service requiring masks Please add evening weekend appointments for those that can閳ユ獩 take time off work https://t.co/KFuefqfT93 https://t.co/OSjEZ4v9k0,pos
1262,Suboptimal antibody response against SARS-CoV 2 Omicron variant after third dose of mRNA #vaccine in kidney #transplant recipients https://t.co/9xbD3BpBYQ #COVID_19,neu
1630,nan,neu
2064,https://t.co/jqyJ02fbQQ Information for UK recipients on Pfizer BioNTech COVID 19 vaccine Regulation 174 ): Children COVID 19 mRNA Vaccine BNT 162b2 IS NOT RECOMMENDED for children under 12 years #EndTheMandates #VaccineSideEffects https://t.co/zuk3HQTwGs,neg
541,Could nasal spray be more effective than a COVID vaccination Deseret News https://t.co/R00UdRIuZd https://t.co/7fLGqs78RN,pos
1502,Perhaps because you are peddling false information There is a separate page on the vaccine for 5-11 because it is a smaller dose You don give the larger dose for 12 to 5-11 They are given only a third https://t.co/xZh0dYYQ0j,neu
490,I recommend this just released book if you seek to fully appreciate Trudeau's social credit system inspired pandemic agenda https://t.co/HZVXBMK9GU A friend of mine recently bought 40 of these books to distribute to his friends who he sa,pos
59,Absolute insanity to get boosted if already gone down the ineffective vaccine road € € https://t.co/qQ3cSNkxfY,neg
1320,Can You Get the COVID 19 Vaccine if You e Sick With Cold-Like Symptoms https://t.co/Nu2lBgMj9h,neg
2248,NB Officials stressed there was 閳ユ笜o link閳 between the cases and the Covid 19 vaccine as none of the children affected by hepatitis had received a jab https://t.co/rmMlx4g4od,neg
1233,Following The cience More Than 1 Million COVID Vaccine Injuries and nearly 27 000 Deaths Reported to VAERS,neu
188,f children aged 12 to 15 83.3 per cent have received a first dose of COVID 19 vaccine and 79.6 per cent have received two doses f children aged 5 to 11 49.9 per cent have received a first dose of a COVID 19 vaccine and 32.6 per cent have received two doses,neu
2035,he challenge is that we are not getting vaccines into essentially the places where people normally get vaccines for their children said referring to pediatricians offices e still have a long way to go #GetVaccinated #Access #Education https://t.co/OWiOecacrs,pos
681,I was at the gym yesterday and guys were in the locker room talking about how the vaccine has messed people up I asked who because I personally know five people who've died from Covid Told them I've had three shots I'm fine and still stronger t,neg
2017,What about the US military Covid vaccine that's in phase 2 of trials that's supposed to provide complete coverage with just one shot,neu
1274,Implanted Covid vaccine microchips coming whether we like it or not https://t.co/ND7JuEyLHw Under UKLabour maybe,pos
1982,son criminales .. van a pagar Pfizer Study suggests Covid 19 Vaccine to blame for huge increase in Hepatitis among Children as UK Government launches Urgent Investigation https://t.co/9AMcIv1d1e,pos
316,As I've said often RF UK govt have been a tad busy for last 18 months or more.Brexit talks fiasco Covid.Gen Election Mexit.Boris nearly dying Soapra Hospital building.Ni,neg
1238,Stop misleading people Heidi Hatch People you know and have worked with and were unvaccinated died of Covid If you are eligible get the vaccine I did and I e been boosted,neg
