username,location,text,True or Not,isSarcasm,tweet_date,hashtags_extracted,,,,
"Kasia Hein-Peters, M.D.","Las Vegas, NV","I will take time to put other #mRNA vaccines and therapies on the market. In the meantime, the technology will be tested and  gain more supportive evidence. #MedNews https://t.co/DDTPukrFNv",,,2022-04-15 16:31:14+00:00,"mrna,mednews",,,,
Karen O,Upstate NY,"@bonniewelt @blitzkriegbauer As a nurse myself, I don?? understand that attitude! In our area, hospital employees have to get every Covid vaccine available to them.",,,2022-04-15 16:31:01+00:00,,,,,
??? MONTANA ?? TRUTH SOCIAL. @MontanaAngel,United States,I?? tired of hearing or reading about Covid.. look we know the Government over stepped their authority on this Covid virus to control you. It was all a test to see how well you complied. We know that the vaccine isn?? gonna prevent you from getting the virus or spreading it.,,,2022-04-15 16:30:54+00:00,,,,,
ParadigmRedux,,"And a nasal vaccine is being tested
https://t.co/NNyqSc9SH0",,,2022-04-15 16:30:42+00:00,,,,,
CTV Saskatoon,"Saskatoon, SK",Researchers at the University of Saskatchewan?? Vaccine and Infectious Disease Organization are looking into the effects of COVID-19 and Tuberculosis co-infection.  https://t.co/NvFDYcyAu3,,,2022-04-15 16:30:16+00:00,,,,,
"Dr. Val?ria Souza, Ph.D. in Humanities (2013).","St. Louis, MO & Mattapan, MA","Mass. in a ??recarious position??due to disparities in COVID-19 vaccination coverage, study finds https://t.co/ntyziqUPTj via @BostonGlobe",,,2022-04-15 16:30:15+00:00,,,,,
???????? ???????????? ??????????,World,Albumedix and Valneva's collaboration to include newly approved inactivated COVID-19 vaccine https://t.co/LsZUG03giv #Companies https://t.co/eQQT8822Zi #news 648,,,2022-04-15 16:30:14+00:00,"companies,news",,,,
???????? ???????????? ??????????,World,UK approves Moderna COVID-19 vaccine for children aged 6-11 https://t.co/sh8U4wPdz3 #Health https://t.co/eQQT8822Zi #news 897,,,2022-04-15 16:30:08+00:00,"health,news",,,,
Shyvanas_pet ???,,"@richxcurtis1 @amsiedam @verysmallriver Probably being a dick ""The vaccine does not stop you from getting covid."" Banned.

Few months later ""breaking news you can get covid even if vaccinated"".",,,2022-04-15 16:30:04+00:00,,,,,
Blocked by Gerald Butts ??,Canadian gal,"@NurseCanadian @truenorth12mike @Spacecat668 @rachy_0101 @TheChandlerDude @BYoung362 @PeterHRatcliffe There are several video news clips of fauchi/POTUS and Theresa Tam saying these exact words-

??vaccine stops the spread of covid??
Look them up

Circa 2020-2021

I??e got better things to do than search archived press releases?? Knock yourself out ???",,,2022-04-15 16:30:00+00:00,,,,,
Michael parnell,,"@seadogsimi69 @ToniaBuxton ???? open your eyes and you wilk see whats going , just like the vaccine for covid doesnt work , how many shots is it now 4 ???????im the crackpot ?????????????all the best ??",,,2022-04-15 16:29:26+00:00,,,,,
GetCraigavonWorking,Craigavon U.K. ,"@FergalBowers Published yesterday:

Vaccine not recommended for U12, plus ask your GP for advice if you??e pregnant or are thinking of starting a family. 

https://t.co/TAK4CjSgGd",,,2022-04-15 16:29:22+00:00,,,,,
Low Matt Lasanga,Cowtown ??,"@trish43gregg @italgal67 @kellyrudyk Grandpa got Julien Barr from a previous vaccine. Couldn?? get the COVID one, they locked him from his wife of 50years for ??ealth??and you say we didn?? lose any freedoms?? Shame on you. There are effects of COVID restrictions you??e not willing to accept because your partisan.",,,2022-04-15 16:29:13+00:00,,,,,
Hunnybare,Nowhere. Everywhere.,@Dave25767429 @R6Noob_ @SladeX2000 @scrowder Only one side is acting like the vaccine is more dangerous than covid.,,,2022-04-15 16:29:04+00:00,,,,,
SIERRA SUN TIMES,"Mariposa, California","California Department of Public Health Releases Statement on Timeline for COVID-19 Vaccine Requirements in Schools
https://t.co/0iqJlZpPko",,,2022-04-15 16:29:00+00:00,,,,,
BlueWaveDarling????,Sunshine State,"Do you remember when @marcorubio skipped your grandparents in line to get his COVID-19 vaccine while denying the threat of this virus which led to the deaths of thousands of Americans? #VoteNoOnRubio
#AllenEllisonForSenate https://t.co/Vu5qBtH1Oz",,,2022-04-15 16:28:46+00:00,"votenoonrubio,allenellisonforsenate",,,,
CSBA,West Sacramento,"Following news on April 14 that a bill requiring student vaccinations against COVID-19 has been shelved, @CAPublicHealth announced that it will postpone the regulatory process used to require COVID vaccinations for public and private school attendance. https://t.co/bFtFx7updo",,,2022-04-15 16:28:42+00:00,,,,,
hodan ??,"?? hc, rj, mk, jm, dy, ty, jw",my entire body hurts after getting that covid vaccine omg,,,2022-04-15 16:28:26+00:00,,,,,
My Hat Means Death (cageyratfish) ????????€??????Nuu-Chah-Nulth Territories ,"@eric_stanek @DaveAScientist @B_rian_B @cathy_fillion @kellyrudyk if you're using ""peer reviewed sources"", please cite a few for us.  ""A good vaccine stops a virus!"" is not how vaccines actually work and it is NOT what the COVID vaccines are even designed to do. They are designed to REDUCE severe illness &amp; transmission by REDUCING viral load.",,,2022-04-15 16:28:08+00:00,,,,,,
Jenna Luche-Thayer,,"@mw13606754 @YVeilleuxLepage Data from multiple nations show Moderna &amp; Pfizer vaccines can greatly reduce severe illness/death. Go to WHO website, do an internet search or seek vaccine effectiveness studies on PubMed for more info.

1 of many examples of this reduction ??
https://t.co/55F56FTsoz",,,2022-04-15 16:28:06+00:00,,,,,
TL Spurlen,,@GeneforTexas mRNA gene therapy is less than 1% effective against covid19:  COVID-19 vaccine efficacy and effectiveness??he elephant (not) in the room - The Lancet Microbe,,,2022-04-15 16:28:01+00:00,,,,,
Running Brewmaster,"Calgary, Alberta","@Jennife81346925 @sterling_nacho @kellyrudyk No, they died from covid, not the vaccine. The argument I was making was pretty unequivocal.",,,2022-04-15 16:27:59+00:00,,,,,
Maverick X.C. Porter (Libertarian),USA,"@JScoreForever @greatBigDot @scootey @NateSilver538 Things that were once banned from Twitter and are now seen as either 100% true or very likely:

- Hunter Biden laptop is real
- COVID lab origin theory
- The vaccine doesn't stop infection or transmission

Mistakes happen but when they only happen in one direction that's bias.",,,2022-04-15 16:27:29+00:00,,,,,
KC Jones,"Nebraska, USA","@Mikeska Why would you call the Covid jab a vaccine?  The jab does not provide immunity from anything.  This is the problem today, changing definitions, promises that cannot be kept, stupid mandates that do nothing but make people suffer.  All for political reasons not health or safety.",,,2022-04-15 16:27:25+00:00,,,,,
TL Spurlen,,@GeneforTexas Japanese vaccine experts are warning the world that the Wuhan coronavirus (COVID-19) vaccine?may pose at least seven times higher risk of death than the coronavirus itself,,,2022-04-15 16:27:22+00:00,,,,,
Blocked by Gerald Butts ??,Canadian gal,"@Spacecat668 @NurseCanadian @truenorth12mike @rachy_0101 @TheChandlerDude @BYoung362 @PeterHRatcliffe Unless you??e been living under a rock there are several vids of them saying 

??vaccine stops the spread of covid??during their press conferences 

Circa 2020-2021

They were wrong",,,2022-04-15 16:27:17+00:00,,,,,
MoggyTheCatbear,,"Hey,covid! Playing with my human is a much needed exercise of being happy in order to become a better catbear, My owner once told me a story:  Jessi, who is a  doctor, he  recognised the source of the outbreak, and he  invented the vaccine",,,2022-04-15 16:27:11+00:00,,,,,
TV Lawyer????????????,United States,"Anti-vaxx acquaintance (former friend) reported her son is on day six of chicken pox. He?? very sick. Her daughter recovered from Covid earlier this year. Also quite sick (no hospital).

Still posting anti-vaccine garbage.

I worry about those kids, which is why I check. ??",,,2022-04-15 16:26:49+00:00,,,,,
Greenwood Village,"Greenwood Village, CO","Booster Friday! Adults age 50 and older and some immunocompromised people are now eligible to get a second Pfizer or Moderna booster dose at least four months after their first booster. Learn more about where/how to get a booster dose at: 
https://t.co/5Khxbr4cup https://t.co/jpjpJ4GaYD",,,2022-04-15 16:26:39+00:00,,,,,
Trina,so cal,All of Government is failing us at getting ready for Covid responses. Anti-viral treatments should be everywhere and not just for the rich. And children under 5 still need a vaccine. Families have been abandoned by this administration who wants to ignore the big C word,,,2022-04-15 16:26:19+00:00,,,,,
Jill ??????????????????,,"@BingoDemagogue @theSNP I challenge  @NicolaSturgeon to meet ppl from Aberdeen Covid vaccine trials
You say your grateful
I say you're afraid of criticism
Set a place and time.
@theSNP @scotgov @AberdeenSNP 
@EveningExpress 
@pressjournal
@northsound1",,,2022-04-15 16:26:09+00:00,,,,,
NHHF,"New York, NY",It's important for both parents and young ones to be vaccinated against the COVID-19 virus! Learn more about the vaccine and it's effectiveness for children 5-11 years old at https://t.co/DU8KcMH4V5 https://t.co/dcxoYSZs81,,,2022-04-15 16:26:01+00:00,,,,,
Le_Don,,"@DaisyDiamondTX @ShawnAter2 @PUFFCOWBOY3PRCT It sure was covid is the flu, masks don?? work, social distancing dosent work, the vaccine is fake, slowing the spread dosent work, even though nobody really stayed in. Not like trump was having rally?? packed with tens of thousands in the height of the pandemic",,,2022-04-15 16:25:56+00:00,,,,,
Sheldon Yakiwchuk,,"My otherwise healthy but ""Double Jabbed to keep her Job"", 2x Rhabdo vaccine injured Daughter-in-law is bed ridden with COVID.

Harming healthy young people with experimental treatments is criminal!",,,2022-04-15 16:25:55+00:00,,,,,
KissTheTruth,,"(quote) If politicians and health bureaucrats had been honest with the public, then this widespread misunderstanding need not have occurred. Instead, their lack of honesty is likely to damage future vaccination efforts and harm public health.
https://t.co/FPtGAkVWKH",,,2022-04-15 16:25:55+00:00,,,,,
Pittsburgh Post-Gazette,"Pittsburgh, Pa.",Workers are getting angry about companies ending vaccine mandates https://t.co/95uiOYvFbg,,,2022-04-15 16:25:46+00:00,,,,,
?????????????????,Suffolk,"Create a problem and then introduce a solution to the problem. 

https://t.co/0cGJAbOGQI",,,2022-04-15 16:25:35+00:00,,,,,
"Bill Hartman, MD, PhD","Fitchburg, WI","We absolutely must do a Better job vaccinating our children &amp; prioritizing approval for our youngest kids. 12 mil kids have had confirmed COVID, 120,000 hospitalized. Not a hoax-esp for the unprotected. ??UWHealth????AmyDashTV????CDCgov?? https://t.co/HGGFOUJ2PA",,,2022-04-15 16:25:23+00:00,,,,,
bballer,"San Diego, California, USA","Got another Covid-19 vaccine (Pfizer), yesterday, and thanks to the tip from @DavePalet in popping two Tylenol and drinking LOTS of water, zero post-shot symptoms.",,,2022-04-15 16:25:17+00:00,,,,,
C3RF,Ottawa/ Toronto Canada,"From December of 2021, UK recommends against injecting kids under 12 with Pfizer vaccine. Why is this not an issue in Canada? Public health not a priority when it comes to Canadian children? #cdnpol
@fordnation @YellowVestsCA @dockaurG  https://t.co/XO4xFfRz9I",,,2022-04-15 16:24:51+00:00,cdnpol,,,,
Near The Edge,earth ,"???New German data reveals, that more work days were missed due to vaccine side effects than due to COVID-19:

1) Vaccine Side Effects: 383k days

2) COVID-19: 374k days
 (via Tom Lausen, Anh?rung Deutscher Bundestag)",,,2022-04-15 16:24:45+00:00,,,,,
Martin Thornber,"Portsmouth, Uk","@tigresseleanor @DiscipleFeynman @BreezerGalway @WFTer21 @Saffiya_Khan1 @tomhfh And we've been talking about 2022 not 2020 and 2021 numbers. Post vaccine, boosters and Omicron, Covid is becoming a different prospect in terms of excess death now its losing its novelty and populations are not so naive (vaccines &amp; prior infections).",,,2022-04-15 16:24:43+00:00,,,,,
J Conner Patton,,Do I really need another booster dose of the COVID-19 vaccine? https://t.co/o9KjY5JNC2,,,2022-04-15 16:24:15+00:00,,,,,
bioethics.com,,Valneva Covid Vaccine Approved for Use in UK https://t.co/VPcJD89Tg3 Clinical / Medical #bioethics,,,2022-04-15 16:24:11+00:00,bioethics,,,,
Delhi Covid Vaccine Bot,"New Delhi, India","West delhi has at least 30552 new slots available between 15-04-22 &amp; 22-04-22.

Covishield:
Dose1- 18+/45+:4941/0
Dose2- 18+/45+:4701/0

Covaxin:
Dose1- 18+/45+:0/0
Dose2- 18+/45+:0/0

Book one now at https://t.co/oN1Ae9XavH #vaccine #cowin #covid #delhi",,,2022-04-15 16:24:05+00:00,"vaccine,cowin,covid,delhi",,,,
WISN 12 NEWS,"Milwaukee, WI","COVID-19 vaccine: Where to get a dose, a booster &amp; other answers https://t.co/9m61Eo3WrE",,,2022-04-15 16:24:05+00:00,,,,,
spanky mongo,Spanky Mongo on YouTube.com ,?? Air Force Master Sergeant Vincent White Facing Court-Martial After Refusing COVID-19 Vaccine. His attempt to get a religious exemption to the U.S. military?? COVID-19 vaccine mandate was rejected; He is slated to go on trial by court-martial. (Per Epoch Times) ??,,,2022-04-15 16:23:39+00:00,,,,,
Anthony_G,,"@L_Krad @rk9labs If your covid vaccine was administered 7 months ago or more you need a booster , but if you got it recently than u don?? .",,,2022-04-15 16:23:33+00:00,,,,,
AFRICAN TEEN????????,????,"The vaccines are approved and authorized and safe and effective. Some people with weakened immune systems, may be eligible for an additional primary dose of COVID-19 vaccine. 

#LetsFightCovidTogether https://t.co/zmgoYxx8cX",,,2022-04-15 16:23:16+00:00,letsfightcovidtogether,,,,
thewriterJanet Walker,"Beverly Hills, CA","Beltway Insider: Biden/SCOTUS, Ukraine Bucha Massacre, Jan 6 Committee COVID/Vaccine Totals, Tiger Woods, Will Smith https://t.co/X4oQ90JEL3",,,2022-04-15 16:23:05+00:00,,,,,
David Mathews,Northern Ireland,@kitcat1936 @DocEMurray Once again I??l have to assume you haven?? seen the statistics for random cardiac deaths prior to the covid vaccine.,,,2022-04-15 16:23:05+00:00,,,,,
Roland Baker 2.0,,"High vaccine effectiveness against severe Covid-19 in the elderly in Finland before and after the emergence of Omicron: Comirnaty VE was 91% (95% CI 79%??6%) &amp; 76% (95% CI 56%??6%) 14??0 &amp; 91??80 days after the 2nd and 95% (95% CI 94%??7%) 14??0d after 3rd
https://t.co/9VvbsPfH1o",,,2022-04-15 16:22:53+00:00,,,,,
Kasey,,"NB: ""Officials stressed there was ??o link??between the cases and the Covid-19 vaccine, as none of the children affected by hepatitis had received a jab.""

https://t.co/rmMlx4g4od",,,2022-04-15 16:22:52+00:00,,,,,
Global Dissident,Global,"@US_FDA The big question is will 4th shot/5 shots make the vaccine less effective against Covid-19. Scientist need to research and answer this question. With all the new variants, how many shots are to much?",,,2022-04-15 16:22:38+00:00,,,,,
Kelley Losier,"Richmond, VA","This is devastating. 

I am not exaggerating when I say that @sabrinaamorenoo?? reporting on inequities in VA?? COVID response *directly* led to policy changes and increased vaccine accessibility for marginalized communities. 

Her work and her words saved countless lives. https://t.co/FESbv2vVav",,,2022-04-15 16:22:35+00:00,,,,,
BiotechClone,,@KCCINews Question number one: Did you get the Covid vaccine?,,,2022-04-15 16:22:05+00:00,,,,,
TTC,,"@US_FDA if you have something against @Novavax, approve another protein based Covid Vaccine in the US. I don?? have any financial stake in any vaccine unlike you guys. I just want my family vaccinated and it can?? be by an mRNA jab. Millions of Americans need an alternative.",,,2022-04-15 16:21:58+00:00,,,,,
Trip Database,,New2Trip: Recommendations on use of Novavax Nuvaxovid COVID-19 vaccine https://t.co/DhSPoBhoqV,,,2022-04-15 16:21:31+00:00,,,,,
Marv38,,"@DonnaKBurris2 @mpc_xetts @Mitch_it333 @NancyCoats57 @midgetshouse Sounds like the vaccine is destroying the heart just as the data shows. Sounds like alot of silly people falling for the lies that covid causes this. A clever plan and alot of gullible people. Each country having the highest rates, also having the vax pass... Obvious to most https://t.co/1qUWCRmwRt",,,2022-04-15 16:21:08+00:00,,,,,
Agent Brandoe ?? The Pipe Hitter,"Los Angeles, CA",The American Life Insurer?? Council has also said that life insurance policies may deny payment if you die from the COVID-19 vaccine because they are experimental drugs. https://t.co/rLveS9l5hr,,,2022-04-15 16:21:02+00:00,,,,,
Cocky ballsboa,,@patfmurray @mr_ooptimistic @Zels77 @ZaidJilani Lol look you drank the koolaide it's fine it's crazy that all the deaths as you say are COVID and pneumonia yet they don't make you take the pneumonia vaccine why is that ??,,,2022-04-15 16:20:59+00:00,,,,,
Afropope ??,"Monument, CO",@D_Bone They wanna act like actual Covid is just a cold yet the vaccine is the true killer,,,2022-04-15 16:20:42+00:00,,,,,
Sapphire Solace,,@CDCgov How many have passed through the barrier of the covid-19 vaccine and it no longer is active in their system..,,,2022-04-15 16:20:41+00:00,,,,,
THC ????????????? ?? ????????????,"Toronto, Ontario","Navage. The science is clear. It cleans the Covid out of your nose. 
Better than any vaccine or mask. https://t.co/1lVUAz6PL0",,,2022-04-15 16:20:41+00:00,,,,,
gerard kent photo,,#CaliforniaDepartmentofPublicHealth COVID-19  dangerous experimental vaccines #VaccineSideEffects to the list of mandated childhood vaccines for K-12 public and private school students  has not been approved by the federal Food and Drug Administration. https://t.co/q3PCaBcfAm,,,2022-04-15 16:20:31+00:00,"californiadepartmentofpublichealth,vaccinesideeffects",,,,
Susie Webster,,"BREAKING NEWS: The Supreme Court In The US Has Ruled That The Covid Pathogen Is Not A Vaccine, Is Unsafe, And Must Be Avoided At All Costs-Supreme Court has canceled universal vax - best news here https://t.co/Zl9cMkDysV",,,2022-04-15 16:20:28+00:00,,,,,
Eric Feigl-Ding,Washington DC & Virginia,"New??DA grants emergency use authorization to the first #COVID19 ??reathalyzer??test that can detect #SARSCoV2 in a breath sample, within 3 minutes??ith 91% of positive samples correctly and 99% of negative samples correctly.
https://t.co/2ols6HMC3S",,,2022-04-15 16:20:06+00:00,"covid19,sarscov2",,,,
Tinka News,"Kampala, Uganda",4th COVID-19 vaccine dose effective in protecting people over 60:?study https://t.co/uALDP5fwuy,,,2022-04-15 16:20:04+00:00,,,,,
Anne Najar,,@TheLeoTerrell Stop being an R jerk.  Mask help keep Covid patients out of our hospitals and communities.  A family of 5 in my neighborhood has 4 family members infected with Covid and 2 are young children not in the vaccine allotment.  They are under 5.,,,2022-04-15 16:20:03+00:00,,,,,
Choice Media,New Jersey,"California Backs Away From COVID Vaccine Mandates for Kids

via @1eaguilera

https://t.co/Vn7qlQAr0t",,,2022-04-15 16:20:00+00:00,,,,,
Global Health Observ,Baltimore MD USA,"Fourth Dose of BNT162b2 mRNA Covid-19 Vaccine in a Nationwide Setting | NEJM
https://t.co/isjluDR0nG",,,2022-04-15 16:19:56+00:00,,,,,
David W. Keelan,Mexico/USA,@queenkellee @CleoEverest The CDC said on Rachel Maddow that people who get the vaccine won?? get Covid and won?? spread it. April 2021. Not a true statement.  I know many people who thought they were Scott free once they got the shot. Then horribly disappointed (even depressed) when they caught COVID.,,,2022-04-15 16:19:32+00:00,,,,,
listen very carefully....,,Not recommended foe children under 12 years!  https://t.co/eNmJlkiKPW,,,2022-04-15 16:19:28+00:00,,,,,
Anup Soans,Bangalore,"@WHO has proven to be an unreliable agency... India must buckle up its regulatory mechanism

""Covaxin is the only vaccine the WHO has suspended during the COVID-19 pandemic. 

It?? also the vaccine the WHO took the longest to approve, deliberating from July to November 2021."" https://t.co/4y2WrnT8Rz",,,2022-04-15 16:19:20+00:00,,,,,
CNBC,"Englewood Cliffs, NJ",Watch the full video to find out more about why vaccine patents exist and the ongoing debate over their impact on the Covid pandemic: https://t.co/3fyN1GlGXa https://t.co/DK0UTLRyf4,,,2022-04-15 16:19:00+00:00,,,,,
elle ????Live Free or Die.,"San Bernardino, CA",New York is done. Along with all other DEMONICrat run cities and states.  https://t.co/cJgk2IzjGs,,,2022-04-15 16:18:46+00:00,,,,,
Danielle Ivory,,"Two new versions of Omicron are circulating in New York State and may be responsible for rising infections in the region over the past few weeks. (A reminder that the ""mild"" but more infectious variant resulted in a huge amount of death over the winter.) https://t.co/DIW8j0C1Jk",,,2022-04-15 16:18:43+00:00,,,,,
Christina,,"You know what. I think I??l pay my taxes when my 3 year old can get the Covid vaccine. Oh it?? a few months late? It?? not that much money, who cares. Just like how nobody in government cares about vaccinating little kids. #offlabelU5 NOW",,,2022-04-15 16:18:27+00:00,offlabelu5,,,,
MariaS Nunes (Unacceptable Fringe Canadian),Canada,"""Disney actress, Leigh-Allyn Baker talks to the Highwire about the painful realities she has faced since speaking out against vaccine and mask mandates....

#cdnpoli #TOpoli #USpoli #Covid #Mandates
https://t.co/As4N1DTZzw",,,2022-04-15 16:18:12+00:00,"cdnpoli,topoli,uspoli,covid,mandates",,,,
Delhi Covid Vaccine Bot,"New Delhi, India","West delhi has at least 26370 new slots available between 15-04-22 &amp; 22-04-22.

Covishield:
Dose1- 18+/45+:4041/0
Dose2- 18+/45+:3805/0

Covaxin:
Dose1- 18+/45+:0/0
Dose2- 18+/45+:0/0

Book one now at https://t.co/oN1Ae9XavH #vaccine #cowin #covid #delhi",,,2022-04-15 16:18:06+00:00,"vaccine,cowin,covid,delhi",,,,
Viki Male,"London, England","@UshaPratyu I looked at the risks of COVID compared to the risks of the vaccine. Even though COVID is usually not bad in kids, my view is that it is bad often enough that it?? worthwhile vaccinating kids, particularly given the excellent safety profile of the vaccine. 1/",,,2022-04-15 16:18:01+00:00,,,,,
Rosie Posie,"Manchester, TN","@jerismurfturf It?? far from over. We wear our mask ?? and take the vaccine ?? or booster when needed. For some people they will never believe that covid is real and it is deadly, especially for the elderly or immune compromised. ????",,,2022-04-15 16:17:56+00:00,,,,,
TTC,,@nytimes So let?? recap??ou??e avoiding giving EUA to the countries first protein based Covid Vaccine @Novavax so you can approve a Covid breathalyzer? Which one do you think will save more lives? Your priorities over there are so F*****D up. How do you sleep at night?,,,2022-04-15 16:17:52+00:00,,,,,
Dr Imran Sheikh ??,"Rotterdam, The Netherlands.","Pfizer announced today that a third shot of its COVID-19 vaccine boosts immune protection in children ages 5 years to 11 years. https://www. 
https://t.co/NANcRhNMCl https://t.co/h3OzTFSVjX",,,2022-04-15 16:17:40+00:00,,,,,
thewriterJanet Walker,"Beverly Hills, CA","Beltway Insider: Biden/SCOTUS, Ukraine Bucha Massacre, Jan 6 Committee COVID/Vaccine Totals, Tiger Woods, Will Smith https://t.co/iwzy2NQYY3",,,2022-04-15 16:17:34+00:00,,,,,
I?? probably not offended,I wish i was somewhere else,@LadySpaulding11 @flsupportteam What are you talking about? The Covid shot? That?? not a ??rug?? That?? MRNA gene therapy. Much more serious than a traditional vaccine or drug.,,,2022-04-15 16:17:16+00:00,,,,,
Ron Lin,San Francisco,"Six reasons why children should get vaccinated, according to a UC San Diego vaccine expert

https://t.co/SNJgJT2bHx @LukeMMoney",,,2022-04-15 16:17:06+00:00,,,,,
Jeanne Marrazzo,"Birmingham, AL",Fourth Dose of BNT162b2 mRNA Covid-19 Vaccine in a Nationwide Setting | NEJM https://t.co/3DCqdHhvi6,,,2022-04-15 16:17:04+00:00,,,,,
#JaiShriRam????ArtiSharma_VHS.,INDIA/ BHARAT.,"Dr @Swamy39
The F.D.A. authorizes the first Covid-19 breath test????
@jagdishshetty

 https://t.co/jnW86QJ1Z3",,,2022-04-15 16:17:03+00:00,,,,,
AviatorN,,asmr session so i can sleep away the covid vaccine symptoms https://t.co/ku5owmkEaS,,,2022-04-15 16:16:43+00:00,,,,,
Alec,Newcastle ME ,@stinsoninc @Robber_Baron_ @EWoodhouse7 Didnt really have a choice. Covid and lockdowns were necessary and saved lives. Now we have a vaccine we are moving back to normal even though we should be more cautious and considerate than we are.,,,2022-04-15 16:16:13+00:00,,,,,
Creativ_Dev | Stand for ????,,"@DonnaT9999 @TwitterMoments I had Moderna.
First shot? I was fine.
Second shot? Covid-like symptoms, recovered in a day.

This is common with every vaccine; you may get symptoms of the virus. It?? exactly like the flu shot, except the symptoms are a bit stronger since we??e dealing with a stronger virus.",,,2022-04-15 16:16:12+00:00,,,,,
KFBK News Radio,Sacramento,The personal belief exemption to the COVID vaccine is paused for now. https://t.co/kKOH9zcYxc,,,2022-04-15 16:15:50+00:00,,,,,
Senator Ron Johnson,"Oshkosh, WI","I sent a letter to @MilwaukeeVA demanding answers on their COVID-19 vaccine mandates. 

We now know individuals who are fully vaccinated can contract and spread COVID-19. Vaccine mandates are pointless and destructive.
https://t.co/D1KlJalsap",,,2022-04-15 16:15:47+00:00,,,,,
Espen Jorde,Norge,"@happyhexer @wintermousetrap @WillWLau @Chris73349338 @alexmeshkin Again, NOT TALKING DOWN THE VACCINE, GET THE VACCINE AGAINST COVID. Flu-shot is also smart, at least if you??e -above 60.",,,2022-04-15 16:15:07+00:00,,,,,
Mr. Jones,Kansas City,@NateSilver538 Right now we have to admit much of the right wing news is nearly pure fabrication. This isn't a both sides thing. Lack of moderation is letting this right wing bullshit run amok and poison minds. There is a video out there claiming satan blood is in the covid vaccine.  #bothsides,,,2022-04-15 16:15:04+00:00,bothsides,,,,
NewsBreak,"Mountain View, CA","California will not require students to be vaccinated against COVID-19 for at least another school year, health officials announced Thursday. #California #NewsBreakLocal

https://t.co/UUjOjFLw75",,,2022-04-15 16:15:01+00:00,"california,newsbreaklocal",,,,
Kristen Hwang,"Berkeley, CA","With cases and hospitalizations still low, widespread support for K-12 #COVID19 vaccine mandates has waned. https://t.co/uAxJx5hSyD",,,2022-04-15 16:14:21+00:00,covid19,,,,
Fernando Leanme,Escondido,@sailorrooscout @PaulRoundy1 Have you considered those with natural immunity from previous Covid infections don't want to be injected with an experimental vaccine with unknown long term side effects?,,,2022-04-15 16:14:05+00:00,,,,,
Adv Harshal N Mirashi,,"Those who took 2 doses of Covid Vaccine, or who received one and also those, who took booster jabs. All are equal to people unvaccinated. Not taken single vaccine dose thy never infected.
Its magic of Indian Constitution. Corona also cannot tolerate inequality.

@uddhavthackeray",,,2022-04-15 16:14:05+00:00,,,,,
Brandon Nolte,,@guardian Is the reason for a Covid vaccine taking so long due to historical under investment in advanced vaccines or budget misdirection to opioids..,,,2022-04-15 16:13:54+00:00,,,,,
JoeShow,"Quincy, MA","@Jason_Bellenger @Agroves1972 @MattWalshBlog MEDIA??-1???Cause2???EFFECT:
The""king""vs.The FakeNewZ
Its not new. Analyze FACTS:
2020 ELECTION YR
The FakeNewZ media:No clue, I GUESS wear a mask,stay home,NO vaccine.
The. RALLIES??
#News1man UNQUESTIONED
Venue&amp;hat income
????our HEALTH
????he Free Press
Why still COVID?Conservatives https://t.co/vtY4FGX3Xd",,,2022-04-15 16:13:48+00:00,news1man,,,,
Stephanie Hart-Peters ??,The seaside,"@FairplayDesigns @give_you_time @sterling_nacho @kellyrudyk I call it experimental because they do themselves.....

Emergency covid legislation was brought in because it's still in trials until 2023.

Previous vaccines have nothing to do with this jab, which isn't a vaccine",,,2022-04-15 16:13:37+00:00,,,,,
Mary Ann Moore,Des Moines IA#??@polkcohealth Great job as usual! Just received my second COVID vaccine booster. The staff was friendly and efficient. Thank you for this service! #GetVaccinated,,,2022-04-15 16:13:20+00:00,getvaccinated,,,,,
Bethany Williams,"Dallas, TX",Kids COVID vaccine mandate: California backs away for now- CalMatters https://t.co/gqUxcjiWPu  #pediatric #news,,,2022-04-15 16:13:18+00:00,"pediatric,news",,,,
CalMatters,"California, USA","California decides it won?? require COVID vaccines for children this fall, and a bill to mandate kids vaccines without personal belief exemptions stalls out https://t.co/02jbcbdd6T",,,2022-04-15 16:13:01+00:00,,,,,
Proof in the Putting,"South East, England","@nickreeves9876 Plus @SteveBakerHW was also one of those heavily pushing against #Covid lockdowns...

And we're STILL suffering the high Covid rates that risk new vaccine-resistant mutants

With a current 7-day average UK death rate of 392...Shhh!

https://t.co/Sn4e7w7Kcw

@ToniBrodelle @51TJK",,,2022-04-15 16:12:11+00:00,covid,,,,
FiercePharma,"West End, District of Columbia",Low income countries have started rejecting Covid-19 vaccines that are hard to store properly. #astrazeneca #covid #covid19 #vaccine  https://t.co/AtbTRaUpN9,,,2022-04-15 16:12:01+00:00,"astrazeneca,covid,covid19,vaccine",,,,
Daniela Jampel,NYC,NYC COVID vaccine/testing truck blocking the walk/don't walk signal is peak NYC COVID response https://t.co/vZWF9y8445,,,2022-04-15 16:11:52+00:00,,,,,
Bee Kind,,"Fauci ??? ""All that stuff you hear about, don't worry about kids, let them get infected, is a bunch of nonsense. There have been about 12 million cases in kids, there have been over 120,000 hospitalizations,"" Dr. Anthony Fauci said Monday. https://t.co/bEmx7vcDKl",,,2022-04-15 16:11:42+00:00,,,,,
