username,location,text,True or Not,isSarcasm,tweet_date,hashtags_extracted,,
Lora Williams,,"@mulhollandlover LOL that you think you??e not suppressing free speech. Why were people banned from Twitter for pointing out, correctly as it turns out, that the COVID vaccine would not prevent you from getting sick?? Good luck in your next career",F,Y,2022-04-15 22:15:45+00:00,,,
Swedishchef,San Diego,@Nockit1 @JonathanHannah @itisjustmebabe @AngryFleas @PremChamp1 @fitfreddy_ @FvckYourFear @SkepticalMutant @foofdawg @doritmi @kevinault @IdunsDaughter @pompili_amanda @JimeeLiberty @KStateTurk @YellowstoneRan1 @andylumm @mcfunny @KathyGa28615606 @richyk,--,,2022-04-15 22:15:36+00:00,,,
Harvey Levin,,Over 565 million COVID-19 vaccine doses have been administered in the US. Roughly 70% of Americans 5 and older are fully vaccinated. Click to see more from @KPMG_US Center for Healthcare Regulatory Insight. #KPMGHC #ATW360 https://t.co/8hiSsGfONp https://t.co/IIZZWtzTZC,--,,2022-04-15 22:15:28+00:00,"kpmghc,atw360",,
IN,Antarctica,"Awesome news ?? 

SA Covid vaccine plant may shut due to a lack of orders ????

Aspen Pharmacare tells the AU?? public health agency that it?? concerned about a lack of requests for coronavirus shots https://t.co/XRc8DuzpDw",--,,2022-04-15 22:14:52+00:00,,,
Lorena Bonilla ????,Canada,Experts concerned that only 47 per cent of Canadians have received a COVID-19 booster shot /via @globeandmail https://t.co/5LBClSuywX,--,,2022-04-15 22:13:58+00:00,,,
Vince Vickers,"Indianapolis, Indiana",Over 565 million COVID-19 vaccine doses have been administered in the US. Roughly 70% of Americans 5 and older are fully vaccinated. Click to see more from @KPMG_US Center for Healthcare Regulatory Insight. #KPMGHC #ATW360 https://t.co/pSryJhIo4f https://t.co/8mG48cuVzg,--,,2022-04-15 22:12:48+00:00,"kpmghc,atw360",,
John Boffa,Alice Springs,@ranjitrao1 Without vaccine mandates levels would be nowhere near what they are now - this is a key measure that needs to stay. The SARS COVID-2 virus is intrinsically about ten times as deadly as influenza. Indoor masks and isolation if positive are smal,--,,2022-04-15 22:12:31+00:00,,,
Bitcoin Sportsbook ??,??,NBA ?? Irving on vax saga: 'Made right decision for me' https://t.co/XOiV8YqHMj ?? https://t.co/0I4IIflkwI  ??https://t.co/nWsKKJbtC9,--,,2022-04-15 22:12:17+00:00,,,
??SafeMoonAlien ?? /// #NFA ??FUDfighter??????My opinions are my Own,"@FluteOld @philipgeorge322 @AndersonAfDMdEP 2/ gonna get covid, if you get these vaccine's. Its total mind control. It makes no sense at all. And everybody that thinks otherwise should question their own beliefs, and critical thinking. If they keep tellin",,F,N,,,,
Edmund Kudzayi,"Harare, Zimbabwe","""Health Canada says almost 1.5 million doses of COVID-19 vaccines held in a national inventory have expired since January ... Uptake of vaccines has slowed even as governments and public health authorities urge people to get a booster shot.""

https://t.co/swfNGw2UnY",T,N,2022-04-15 22:10:53+00:00,,,
C TRUTH,"Farm Country Wisconsin, USA","@4protectedright @JOHNCARDELLA2 @SenRonJohnson @milwaukeeva You speak in absolutes like always or never and you??e already backed yourself into a corner. The link you provided on compensation does not list the Covid 19 vaccine. It does, however, list vacc",--,,2022-04-15 22:10:10+00:00,,,
WBBM Newsradio,"Chicago, IL","Pfizer plans to submit data to the FDA regarding COVID-19 vaccine booster shots for children age 5 to 11.  
https://t.co/G0Dk3dHD7o",--,,2022-04-15 22:10:06+00:00,,,
Reality,,"@LunarBeaches @Rosebudd40 @AngieMoiram @Sabrina15647051 @GerlindeMcKenn2 @EL_ChmyKmT @sophieakhtarxo You said this after you talked about the ""billions""

""Covid deaths and symptoms are far higher than those caused by the vaccines.""

The billions does not ",T,N,2022-04-15 22:10:00+00:00,,,
james,Calif.,"@DebraMark1 &amp; @johnandkenshow hi, this vaccine mandate will never go away completely! I'm telling you you're being lied to and the latest chicken outbreak (&amp; mass murderer of said chickens) is directly related to covid and what's about to happen t",--,,2022-04-15 22:09:44+00:00,,,
Christopher Orr,DC,"Kyrie should have ""Made the right decision for me"" put on his tombstone when the day comes. It seems to be about as close to a coherent belief system as he has. https://t.co/Q9dYnCSrIY",--,,2022-04-15 22:09:35+00:00,,,
CRUZ FOR THE PEOPLE (CA),"Palm Springs, CA","Seriously. Move on, seriously. Science, corps and Government just can?? get off the taxpayer teet for their pet project and money funneling powerhouse, COVID. #covidcashcow #ccc  https://t.co/y5kWvX4jAh",--,,2022-04-15 22:09:31+00:00,"covidcashcow,ccc",,
james,Calif.,"@johnandkenshow hi, this vaccine mandates will never go away completely! I'm telling you you're being lied to and the latest chicken outbreak (&amp; mass murderer of said chickens) is directly related to covid and what's about to happen to humans!",--,,2022-04-15 22:09:05+00:00,,,
thewriterJanet Walker,"Beverly Hills, CA","Beltway Insider: Biden/SCOTUS, Ukraine Bucha Massacre, Jan 6 Committee COVID/Vaccine Totals, Tiger Woods, Will Smith https://t.co/3yFzWr9J3t",--,,2022-04-15 22:08:50+00:00,,,
MexicanYenta ??????,New Mexico/NYC.,"@denise_dewald The shingles shots sucked as much as the COVID shots did in terms of making me feel like crap for days and making my arm sore for days, but I would absolutely get them again. Two close friends had shingles and both told me emphatically that",T,N,2022-04-15 22:08:45+00:00,,,
dan,"Boston, MA","one of the many reasons the vaccine-shaming stance was never it:

both of the government's vax injury compensation programs have not covered COVID-19 vax injury, and the companies producing it have total legal immunity. this is a very important read

https://t.co/h9OuJAqSww",--,,2022-04-15 22:08:41+00:00,,,
Wren Hill,,@amavictoria Drop the mandates of clearly ineffective vaccines? (The mandates you supported &amp; promoted). And perhaps admit that covid vaccine injuries aren't rare so that doctors can treat proactively?,F,Y,2022-04-15 22:08:39+00:00,,,
NoBubbleGum,,"@AmericnXX handle is their covid vaccine dates ??

Take the time out of your day to thank them for their service. https://t.co/fbfJiO89Kw",--,,2022-04-15 22:08:14+00:00,,,
datadrivenmom,,Delay of the #covid student vaccine mandate till 2023? Perhaps some #California  politicians including @drpanmd terms end 2022? https://t.co/lPA4SzT2py,F,Y,2022-04-15 22:07:31+00:00,"covid,california",,
TxPeaches ????on GETTR @TxPeaches,"San Antonio, TX","Insane Spike in Heart Attacks and Strokes Prompts German Emergency Services to Demand Suspension of Covid ""Vaccine"" Mandates https://t.co/O6kPKymFPC",F,N,2022-04-15 22:07:26+00:00,,,
thewriterJanet Walker,"Beverly Hills, CA","Beltway Insider: Biden/SCOTUS, Ukraine Bucha Massacre, Jan 6 Committee COVID/Vaccine Totals, Tiger Woods, Will Smith https://t.co/BK2gPhSNS0",--,,2022-04-15 22:07:20+00:00,,,
Daily News Kit,USA,"Brooklyn Nets??Kyrie Irving reiterates, ?? made the right decision for me??by not getting COVID-19?vaccine https://t.co/O9v5KQmy1G",F,N,2022-04-15 22:07:02+00:00,,,
Shawn Martin,ohio,@CBSEveningNews Kids 5 to 11 have no risk.  This is Pfizer trying to get more money.  The covid vaccine has made Pfizer rich because they know the government will give them endless amounts of money,T,N,2022-04-15 22:07:00+00:00,,,
C B,"Alberta, Canada","@wwrobi @heybhavna @CTVNews So you are claiming that the Covid vaccine without live virus can shed? This is, as I read, false. Please read some more ???",--,,2022-04-15 22:06:46+00:00,,,
Jules,"Wisconsin, United States","Maybe don't keep sending @GovEvers these shit bills. My favorite one? AB 316 would have prohibited any governmental entity from ""discriminating"" against a person based on whether the person has received a COVID vaccine but it doesn't even define what ""discriminating"" would mean. https://t.co/ykbqm9hjxz",--,,2022-04-15 22:06:41+00:00,,,
El mama bear????,"Mississauga, Ontario",@Ek7_PrN The vaccine doesn?? guarantee safety or negative for Covid. So personal freedom for the win!,F,N,2022-04-15 22:06:32+00:00,,,
Solarpoweredmoon,,"@sarahmc_photo @TheMartinAcuna @AyannaPrescod Vaccination can actually reduce the likelihood of someone passing COVID on to another person. It's not as effective an intervention as masking so if you can only keep 1 mitigation, masks are the right choice b",T,N,2022-04-15 22:06:14+00:00,,,
Nordoh73,,"@DrLeonardColdw1 the killer is the vaccine dont you know
COVID - CO - cold; V - vaccine; ID - passport vax id",F,N,2022-04-15 22:05:57+00:00,,,
Carol Jones,"Toronto, Ontario, Canada",Wait until the Insurance companies stop paying @CBCTheNational  @PHAC_GC Then people will sue all you enablers. #karmaiscoming Results conclude that the number of COVID-19 ??accine??German insurer BKK ProVita recently had analyzed https://t.co/3MeZhHpnRP,--,,2022-04-15 22:05:50+00:00,karmaiscoming,,
Rip van Normal,London & Wessex,"This scenario is precisely what vaccine specialists warned may happen following mass mRNA roll out.  In the fullness of time the data will show vaccinated v unvaccinated.
https://t.co/Eywt3DRrPS",--,,2022-04-15 22:05:48+00:00,,,
Sarah,,Keep this energy when you replace ??accine injury??with ??ovid??then we can talk. https://t.co/8D76elShC4,--,,2022-04-15 22:05:04+00:00,,,
The HighWire,,"Why do you think supply is far exceeding the demand? RT Canada: Covid-19 vaccines in national stockpile starting to expire as uptake slows
https://t.co/lLHqD13vxN",--,,2022-04-15 22:04:28+00:00,,,
thewriterJanet Walker,"Beverly Hills, CA","Beltway Insider: Biden/SCOTUS, Ukraine Bucha Massacre, Jan 6 Committee COVID/Vaccine Totals, Tiger Woods, Will Smith https://t.co/tl66wm0zkc",--,,2022-04-15 22:04:11+00:00,,,
????????????????WILLNOTCOMPLY????????,"Independence Township, PA","Pittsburgh Mayor tests positive for COVID-19.

Thankfully, he didn't forget his praise for the jab.
???? thankful for the protection provided by the vaccine and boosters and I hope my diagnosis can serve as a reminder to all of us to remain vigilant....??https://t.co/g3Nvtw7WQe",--,,2022-04-15 22:03:57+00:00,,,
lisa_lem8,Canada,@DrLeonardColdw1 It?? not ??nexplained?? it?? called the ??ovid 19 vaccine?? ?? https://t.co/wiHE1fS4mZ,--,,2022-04-15 22:03:53+00:00,,,
Mrs Peace Now-Smith ??,Free State of Florida,"Vaccine Injury, Long COVID, Nasal Rinse and Q &amp; A 19 on America Out Loud PULSE @P_McCulloughMD https://t.co/umTSSkqPOf via @MalcolmOutLoud",--,,2022-04-15 22:03:51+00:00,,,
Trump Hair,,"@MassifG @citizen_working @nsbrad @gonzotellezlazo @raoula @elonmusk @somospostpc @Alwaleed_Talal @Twitter @Kingdom_KHC 2 people that say, you know what, I don?? want that vaccine made for COVID, no give me the crap they use for ring worm ?????????????? t",--,,2022-04-15 22:03:48+00:00,,,
@ChrisMRyan on GETTR,,"British Student paramedic, 18, died of clot two weeks after having Covid vaccine https://t.co/lTDJ9ytQ3q",F,N,2022-04-15 22:03:41+00:00,,,
Bruce Pearl?? Helmet,"Auburn, AL",5.) COVID is over. Protocols for 18-40 year old athletes with a ??accine??already in place to curb virus symptoms are poorly researched and political. No reason Paul George should be out tonight.,--,,2022-04-15 22:03:19+00:00,,,
Joshua Dipo,,@BaldGuyGreeting @KathyDaSilva2 @DrJamesOlsson Reuters chairman is a Pfizer board member. Total UK covid deaths in March was 4067. Unvaxxed made up 321 of that meaning vaxxed accounted for 92% of deaths. This is  directly from the UK Health and Security A,T,N,2022-04-15 22:03:19+00:00,,,
Jon Levy,"Boston, MA","11. I always feel like I am pooping in the punch bowl when tweeting out this kind of info. Everyone wants ??ormal?? But a lot of people are at risk especially in lower-income communities, and we can?? just ignore reality.

https://t.co/jTunPHvE4z",--,,2022-04-15 22:03:12+00:00,,,
Paul Moriarty,North West,"@novaxgirl Funny how covid is suddenly causing so many adverse reactions, yet the vaccine is still safe and effective.????",T,N,2022-04-15 22:02:58+00:00,,,
Don,"Ontario,Canada","More Than 1 Million COVID Vaccine Injuries, Nearly 27,000 Deaths Reported to VAERS, CDC Data Show ??Children's Health Defense https://t.co/zNgzyDe7AT",F,N,2022-04-15 22:02:38+00:00,,,
daruma-san,Japan,"It seems this is one of the side effect of the COVID
https://t.co/JkUe3Ym0D3",--,,2022-04-15 22:02:26+00:00,,,
AZ Dept of Health,Arizona,"Even if you have already had COVID-19, you can still get vaccinated to #StopTheSpread and stay protected from COVID-19 and its variants. 

Find a vaccine provider near you: https://t.co/q2kfD0sU6i https://t.co/O40VrWfitv",--,,2022-04-15 22:02:01+00:00,stopthespread,,
"City of Aurora, CO","Aurora, CO","A COVID-19 vaccine bus will be available from noon to 7 p.m. Sunday, April 17, at the Central Recreation Center parking lot, 18150 E. Vassar Place. The mobile clinic will offer Pfizer and Moderna first, second and booster shots and Pfizer pediatric. No appointment is necessary. https://t.co/ebFkTyCzUe",--,,2022-04-15 22:02:00+00:00,,,
justanormalgp,,"Anecdotally I am not sure how much impact the current vaccine has against omicron. I tested my antibodies in January and they were &gt;2500, the highest level. In March I had a 14 day covid illness. It may or may not prevent hospitalisation https://t.co/RS3aqjpjNV",--,,2022-04-15 22:01:58+00:00,,,
IrishConservative,"Dublin City, Ireland","#latelateshow
Remember when Luke O'Neill said the vaccine was 100% effective against the covid, that was some laugh.",F,N,2022-04-15 22:01:43+00:00,latelateshow,,
Covid Con,,"@NordicKari We all take a turn.  And your ""vaccine"" failed to stop transmission.",F,N,2022-04-15 22:01:41+00:00,,,
CTV Ottawa,"Ottawa, Ontario",New statistics show only four Ottawa neighbourhoods have 80 per cent of residents aged 18 and older with three doses of the COVID-19 vaccine.  https://t.co/zHtdo8I5HL,--,,2022-04-15 22:00:42+00:00,,,
Medical Economics,"North Olmsted, Ohio","FDA approval did not lead to rise in COVID-19 vaccine acceptance
https://t.co/iZltSDAzLO",--,,2022-04-15 22:00:25+00:00,,,
Mrs. Boomer,,"@Rob46591711 @KTLA Oh please! Why on earth would you be against the vaccine mandate?  In the 1950s when I was a child, everyone lined up to get their polio vaccines. Why would you want to expose teachers and children to a deadly disease like Covid, when t",T,N,2022-04-15 22:00:21+00:00,,,
A. Michael Altman,,Terry posted all the most ridiculous conspiracy theories about covid and the vaccine.  There is no covid. Vaccine changes your DNA etc. Now she is dead from covid and her daughter is in deep anguish with sadness.  #TikTok https://t.co/RniedLLgOl,T,Y,2022-04-15 22:00:18+00:00,tiktok,,
Covid -19 / Coronavirus uk,,"Covid-19 Live Updates: BA.2, Vaccines and More News - The New York Times https://t.co/fKpntJn0Z8",--,,2022-04-15 22:00:15+00:00,,,
Hey SoCal News,"Los Angeles, California","COVID vaccine mandate for California students delayed until 2023.
https://t.co/jxQFYL7jSV",--,,2022-04-15 22:00:12+00:00,,,
23ABC News,"Bakersfield, California","According to a study published Thursday in the journal JAMA Network Open, safe outcomes were reported for people who got a third dose of the COVID vaccine. https://t.co/WBUfv3dzIi",T,N,2022-04-15 22:00:11+00:00,,,
South Carolina Developmental Disabilities Council,"Columbia, SC","Shameia is a vaccine advocate who knows she is protecting herself and her community with her COVID-19 vaccine. If you have questions about the shot, use the SC Disability Vaccine Access website ??https://t.co/s0VcdRFyB7 ??or call our hotline at 1-800-787-6046. ?? https://t.co/x1UB0nLK0L",--,,2022-04-15 22:00:08+00:00,,,
LostBoyLife71????,,"Do you remember when @marcorubio skipped your grandparents in line to get his COVID-19 vaccine while denying the threat of this virus which lead to deaths of thousands of Americans? #VoteNoOnRubio
#AllenEllisonforSenate 
#UnitedforFlorida https://t.co/Y0YcTFTfpw",--,,2022-04-15 22:00:08+00:00,"votenoonrubio,allenellisonforsenate,unitedforflorida",,
TheSannehFoundation,"St. Paul, Minnesota",Haven't had the chance to get the COVID-19 Vaccine? Stop by Tuesday April 19th at the Sanneh Center at Conway where we will have a free Vaccine Clinic from 3pm-7pm! https://t.co/F7YjQhB8Gi,--,,2022-04-15 22:00:06+00:00,,,
Rich Muny ????,USA,"@GovMikeDeWine So, with all the mandates, orders, curfews, vax lotteries, and all the rest, DeWine got COVID? And, not the fake kind like when Trump is visiting? Got it.

Maybe he should have simply ensured vaccine availability for those who wanted it &am",T,N,2022-04-15 22:00:06+00:00,,,
PressReleasePoint,,https://t.co/pS9fThDzHL Pfizer announces positive findings from COVID vaccine booster for ages 5-11,F,N,2022-04-15 22:00:06+00:00,,,
Western Sydney Health,Western Sydney,"Our Granville and Blacktown vaccination clinics are offering winter booster vaccinations to eligible candidates.
????Easter long weekend vaccination clinic hours:
Granville - 8am to 4pm, Saturday 16th April ONLY
Blacktown - Open every day, 8am to 4pm

https://t.co/PHzO1n2Tul https://t.co/ZAy7yXoJzP",--,,2022-04-15 22:00:01+00:00,,,
"CA Business, Consumer Services and Housing Agency","Sacramento, CA","Help your whole family #GetVaccinated against COVID-19 to stay strong &amp; protected against severe illness and death. 

Visit https://t.co/wlZtOb4TVc or call 833-422-4255 to find a free vaccine near you. https://t.co/ux2MY4pdSg",T,N,2022-04-15 22:00:00+00:00,getvaccinated,,
Hellzapop_in,"Hell, MI","@S4Life7 @ammejo1 @Weeden3Sandra Touched a nerve, I think ?? 
Indisputable facts: vaccine does not stop you getting Covid, nor prevent you transmitting it to others",F,Y,2022-04-15 21:59:39+00:00,,,
SoTrumpie,,"I revoked my Organ Donor status when the COVID vaccine mandates came out, and if you haven't done the same maybe you should read what they do with dead bodies of organ donors. $500/seat pay-per-view autopsies. https://t.co/TzDSkWhcFI",--,,2022-04-15 21:59:17+00:00,,,
Yared Gerezgher,,"@MicaelAsghedom m. why u need to bring colateral to make vacation abroad?
n. why no mobile data at all?
o. why SAWA?
p. where are prisoners of concise?
q. why there is no free press?
r. why one president for 32 yrs
s. why no covid vaccine?
t. why are all ",--,,2022-04-15 21:58:55+00:00,,,
Dennis Kendel,Saskatoon,"The Food and Drug Administration granted emergency use authorization to the first Covid-19 test that can detect the coronavirus in a breath sample, within a few minutes and with a high degree of accuracy, the agency said Thursday.
https://t.co/AV9PgKWPnj
@picardonhealth",--,,2022-04-15 21:58:40+00:00,,,
Z2,Texas,@JosephPoulin175 @Rockwale @axelwagnernet @5Nouseforaname @ellymelly I think the word for word was ??f you get the vaccine you won?? get covid??,--,2022-04-15 21:58:20+00:00,,,,
John Reb,,@sirgetagrip @ajlamesa It's not Covid. It's the vaccine!!! It's poison!,F,N,2022-04-15 21:58:06+00:00,,,
I hope we passed the audition. ??????,,"@kaj3161 @CDCDirector @CDCemergency @CDC_eHealth @AnthonyFauci20 @POTUS @SenTedCruz @RandPaul ""There are three deaths that appear to be linked to blood clots that occurred after people got the J&amp;J vaccine."" None linked to the other vaccines in the US.",F,N,2022-04-15 21:57:00+00:00,,,
JASQN SHEESLEY ??Sovereign PATRIQT ???? 1776,,"This is a SPECIAL KIND OF STUPID ?? 

Since day one of the pLandemic I haven't worn a mask and haven't received any vaccine. NONE! And guess what... 
I never got COVID. https://t.co/w8d5wNCGn7",--,,2022-04-15 21:56:59+00:00,,,
Adrian Barker,,"@human420197402 @Jess13870743 @robertbrad41 @sailorrooscout The vaccine does not make people?? immunity ??orse?? And the only immunity is natural immunity: Either you get natural immunity by catching Covid, or by getting vaccinated.",F,Y,2022-04-15 21:56:57+00:00,,,
WLS-AM 890,"Chicago, IL","Question of the day:
The Mayor agreed to exempt almost 1,500 officers from the vaccine mandate, is this a good move or is she just rolling over for political expediency?

Comment below or leave @JohnHowellWLS a voicemail at (312) 822-9825. Read more @wttw: https://t.co/Y8ubP2kg88",--,,2022-04-15 21:55:51+00:00,,,
Tell The Truth ???????? (He/Her/They),"Texas, USA","@tooronlists - Ukraine united the world
- More COVID deaths under Biden WITH a vaccine
- UE rate was lower in Sept 2019 under Trump than now
- real wages are falling
- the national debt hit $30 trillion for the 1st time in history this year 
- highest inf",F,N,2022-04-15 21:55:42+00:00,,,
toffeepud ????,"England, United Kingdom","So a vaccine banned in many countries in ADULTS UNDER 50 is given approval for use in children as young as 6 in the UK. Kin hell. 
https://t.co/lPHLvPozs6",--,,2022-04-15 21:55:34+00:00,,,
marky lynn quayle,"San Francisco, CA","Insane Spike in Heart Attacks and Strokes Prompts German Emergency Services to Demand Suspension of Covid ??accine??Mandates
https://t.co/xdZ6mOKnDU",F,N,2022-04-15 21:55:19+00:00,,,
Sauk Valley Media - Shaw Local,"Sterling, Illinois",A state appellate court ruled this week that it will not block enforcement of the Pritzker administration?? mandate that certain categories of public employees either be vaccinated against COVID-19 or undergo regular testing. https://t.co/o6maKP7gXw,--,,2022-04-15 21:55:04+00:00,,,
Exact Number of Jelly Beans,"Jersey City, NJ",@mpc_xetts @TBussey7 @VerseCannon @Paldo_Dot_H @Voxadolescentia The development of the COVID vaccine has been 30 years in the making. Katalin Kariko began her mRNA research at Penn in the 90?? and they published landmark research in 2005. Earnest developm,T,N,2022-04-15 21:54:42+00:00,,,
Michael Ellis,,"@1CeliaGreen @VictorianCHO ATAGI notes on 8 April 2022, the Therapeutic Goods Administration (TGA) approved a booster dose of Comirnaty (Pfizer) COVID-19 vaccine for use in adolescents aged 12-15 years.",--,,2022-04-15 21:54:23+00:00,,,
Frank Capone,"Middletown, NJ","Q: What worked better, Flu or Covid vax? 
A: It doesn't matter

??he vaccine was only about 16 percent effective at reducing a person?? chance of getting a mild or moderate infection, the agency said. Experts said a good rate would be at least 50%.??
https://t.co/OSBS1LFPeD",T,N,2022-04-15 21:54:21+00:00,,,
"James Gingerich, @Expeflow #WorkEasier #RPA","Waterloo, Ontario Canada",How Are #Blockchain and #IoT Helping COVID Vaccine Shipments? (IoT For All) #IoT #IoTPL #IoTCL  #IoTPractioner #IoTCommunity @IoTcommunity @IoTchannel https://t.co/RkWxEwXJyF https://t.co/xFRYGWbHZp,--,,2022-04-15 21:54:00+00:00,"blockchain,iot,iot,iotpl,iotcl,iotpractioner,iotcommunity",,
Angry Mema,,@emmanue00857463 @TastyMorsel6 @howienudet @IZMKS44 @RonFancy @JamesCa70626795 @MusubiBrand @alshadowdancer @MJB24681 @LifeNyc2 @Txsgntlmn737 @jimaw63 @2_drac @NatForTrump2024 @Godslightangel7 @JAlan21813286 @VinceGottalotta @JorgeSoros7 @lostandlovinit @,--,,2022-04-15 21:52:40+00:00,,,
JohnPureBlood,"Sunshine Coast, Australia","German Emergency Services Demand Suspension of Covid ""Vaccine"" Mandates After Terrifying Rise in Heart Attacks and Strokes : https://t.co/0IJO10oZ8C https://t.co/5QzA2RIGfx",F,N,2022-04-15 21:52:25+00:00,,,
Desotofamilycareclinic,,"Moderna Covid 19 vaccine now available at Desoto Family Care Clinic!
CALL US AT 662-510-5353 to set your appointment ! https://t.co/EUq3YL8FP1",--,,2022-04-15 21:52:20+00:00,,,
Ryan / MarrLegacy,"Florida, USA","@themodernnmom Honestly, I first got COVID post-vaccine and my symptoms were super minor as a result....

BUT I got it from my best buddy and his brother, whose place I was crashing at for a little while... and these guys work in Lawn Service full time fo",T,N,2022-04-15 21:51:52+00:00,,,
TAJ PHARMA ??A Health Care Provider,Mumbai,"Coronavirus Live Updates: India reports 949 fresh cases, 6 deaths; all Delhi hospitals advised to remain alert https://t.co/iefOJ7iGmv via @IndianExpress",--,,2022-04-15 21:51:06+00:00,,,
Against Ignorance,global,Vaccine pharma made billions with COVID endless variants &amp; false positives tests while flu disappeared.....anything free promoted by pharma sponsored experts &amp; so-called health care and the shopping zombies run to the medics....pharma says we can't afford to stop this gravytrain,F,Y,2022-04-15 21:50:57+00:00,,,
Amy,United States,"People Dropping Dead Is The New Normal (2022) ????

This phenomenon appeared right after the Covid-19 vaccination programs were rolled out. 2022 is a crazy year. Covid-19 vaccine mandates are a death sentence. https://t.co/zlC4WxEJKm",F,N,2022-04-15 21:50:08+00:00,,,
Steven Harp,,"""Today, #Ohio #Governor Mike DeWine announced that he has been diagnosed with Covid-19 by his personal physician. Governor DeWine has been experiencing mild symptoms such as a runny nose, headache, body aches, and a sore throat.""

#CovidIsNotOver #Vaccinated #Vaccine https://t.co/6pfI45YoJy",--,,2022-04-15 21:49:57+00:00,"ohio,governor,covidisnotover,vaccinated,vaccine",,
Dom Bonny,PNW,The plaintiffs who filed suit against Confluence Health over its Covid-19 vaccine mandate are using statutes designed to protect disabled folks from discrimination as a part of their case. Interesting legal strategy. https://t.co/cjqqly6V91,--,,2022-04-15 21:49:54+00:00,,,
Jake Prusak,,"Brooklyn Nets' Kyrie Irving reiterates, 'I made the right decision for me' by not getting COVID-1... - via @ESPN App https://t.co/G4gmv9b82z",F,N,2022-04-15 21:49:40+00:00,,,
NHS Devon CCG,"Devon, UK","Get your COVID-19 vaccine next Wednesday in Exeter. ??

There's no need to book, just walk in. Please see the graphic for the full details. https://t.co/Q5BcUmojCu",--,,2022-04-15 21:49:00+00:00,,,
"Fancy Comma, LLC",,The purpose of the J&amp;J ENSEMBLE trial is to determine the safety and efficacy of the investigational J&amp;J vaccine. Results from this trial will be available in early 2021. https://t.co/d9z3du50qe,--,,2022-04-15 21:48:30+00:00,,,
Captain Wonkish,"Birmingham, UK","@Awithonelison My favourite thing with these folks is to note that the trial vaccine I had is an inactivated virus vaccine one, that I've never had COVID, but when I did an n-protein antibody test after it, I tested positive, and to ask how all that can b",--,,2022-04-15 21:48:22+00:00,,,
Champaign County COVID-19 Metrics,"Champaign County, IL","As of Friday (vs. two weeks ago):

??Average new cases: 137 (vs. 50) +175%????Deaths in the past month: 0 (vs. 3)
??Percent of Champaign County fully vaccinated: 63.9% (vs. 63.8%)
??Average new vaccine doses: 351 (vs. 144)

More charts: https://t.co/Ryo8v3QpeK https://t.co/1xW9cdtKRW",--,,2022-04-15 21:47:51+00:00,,,
Edward Schneider,New York City,"From @GiniaNYT, a - what to call it? - silver-lining take on the strength of NYC neighborhoods. I don't use ""silver-lining"" sarcastically: She describes an encouraging phenomenon. https://t.co/lIGYZvrGYq",--,,2022-04-15 21:46:55+00:00,,,
Grimaldus,,"@JesseKellyDC The years of COVID lockdowns, vaccine and mask mandates, were a golden era for busybody and bossy middle-aged women, and cowardly beta-soy cucks. Telling people to, ??tay home,??and, ??ask up,??gave them the power they??e always craved.",--,,2022-04-15 21:46:32+00:00,,,
Taj Pharmaceuticals,Mumbai,"Coronavirus Live Updates: India reports 949 fresh cases, 6 deaths; all Delhi hospitals advised to remain alert https://t.co/JiHgdzFPlI via @IndianExpress",--,,2022-04-15 21:46:07+00:00,,,
KathyPowers2022,Chicago,Pass the Bring the Vaccine to the People Ordinance now.  @HowardEhrman is absolutely correct. We can turn this around. https://t.co/Bdb4NxoxBw,T,Y,2022-04-15 21:45:25+00:00,,,
??????????,,"@tinkerisa @raggapegs Except Trump was in office during 95% of the infrastructure for rolling out COVID vaccines, and mass amounts of democrats screamed for weeks, or even months about how they refused to take ""Trump's Rushed Vaccine"".",--,,2022-04-15 21:45:25+00:00,,,
Pleasanton Weekly,"Pleasanton, CA",Three vaccine shots later: Local boy is one of the few toddlers protected against COVID-19. Reporter from our sister paper @AlmanacNews gives first-hand account of son's experience with vaccination https://t.co/C3NigxY91n,--,,2022-04-15 21:45:00+00:00,,,
????????????????-????????,,"@UnrulyyWill @Reeks24 @LegionHoops Different vaccines works in different ways, it?? always been like that, y??ll just been taoght the wrong thing by other misinformed people on social medias.
They literally been saying the same thing about the Covid-19 va",T,N,2022-04-15 21:44:41+00:00,,,
Icewhiz YT #WhirlpoolSMP ????,"DM me the word ""Tomato"" AVL NC","Pfizer has new data showing that healthy 5-11-year-olds could benefit from another kid-sized dose of the COVID vaccine, and plans to ask the FDA for approval soon.

 https://t.co/DpLaufv5F0",T,N,2022-04-15 21:44:25+00:00,,,
dick dean,,"@JPFreire @JesseLee46 @SenRickScott Ridiculous

Without the bill that Joe Biden passed we would be in a deep depression

Trump was the first president in US history to leave office with fewer jobs then when he took office and he put us on a path for a mil",--,,2022-04-15 21:44:24+00:00,,,
DrJ,,"Another ridiculous article by The Globe. Since when is Dr Smart (a paediatrician) an expert? The data is bearing out that boosters have negative efficacy against Omicron and have no benefit for healthy people, especially the millions recently infected.  https://t.co/07HOaYkG7S https://t.co/X9Br7h8YOu",--,,2022-04-15 21:42:47+00:00,,,
Latonya,"St Louis, MO",I want y??ll to know the personal hell I?? in since I??e lost my covid vaccine card. The @CityofSTLDOH told me they have no record of my vaccine or booster shot.,--,,2022-04-15 21:42:37+00:00,,,
